ProductK;ProductAlternateKey;ProductSubcategory_Key;WeightUnitMeasureCode;SizeUnitMeasureCode;StandardCost;FinishedGoodsFlag;Color;SafetyStockLevel;ReorderPoint;ListPrice;Size;SizeRange;Weight;DaysToManufacture;ProductLine;DealerPrice;Class;Style;ModelName;LargePhoto;ProductName;Rating
596;BK-M18B-40;1;LB;CM;294,58;True;Black;100;75;539,99;40;38-40 CM;27,35;4;M;323,99;L;U;Mountain-500;Binary Data;Mountain-500 Black, 40;0
597;BK-M18B-42;1;LB;CM;294,58;True;Black;100;75;539,99;42;42-46 CM;27,77;4;M;323,99;L;U;Mountain-500;Binary Data;Mountain-500 Black, 42;0
600;BK-M18B-52;1;LB;CM;294,58;True;Black;100;75;539,99;52;48-52 CM;28,68;4;M;323,99;L;U;Mountain-500;Binary Data;Mountain-500 Black, 52;0
601;BB-7421;5;G;;23,97;True;Blue;500;375;53,99;;NA;223;1;;32,39;L;;LL Bottom Bracket;Binary Data;LL Bottom Bracket;0
602;BB-8107;5;G;;44,95;True;Blue;500;375;101,24;;NA;168;1;;60,74;M;;ML Bottom Bracket;Binary Data;ML Bottom Bracket;0
603;BB-9108;5;G;;53,94;True;Blue;500;375;121,49;;NA;170;1;;72,89;H;;HL Bottom Bracket;Binary Data;HL Bottom Bracket;0
417;FR-R72Y-38;14;LB;CM;300,12;True;Yellow;500;375;540,75;38;38-40 CM;2,18;2;R;324,45;M;W;ML Road Frame-W;Binary Data;ML Road Frame-W - Yellow, 38;0
418;FR-R72Y-38;14;LB;CM;360,94;True;Yellow;500;375;594,83;38;38-40 CM;2,18;2;R;356,9;M;W;ML Road Frame-W;Binary Data;ML Road Frame-W - Yellow, 38;0
210;FR-R92B-58;14;LB;CM;;True;Black;500;375;4255;58;54-58 CM;2,24;1;R;;H;U;HL Road Frame;Binary Data;HL Road Frame - Black, 58;0
211;FR-R92R-58;14;LB;CM;3578,27;True;Red;500;375;3978,27;58;54-58 CM;2,24;1;R;;H;U;HL Road Frame;Binary Data;HL Road Frame - Red, 58;0
238;FR-R92R-62;14;LB;CM;747,97;True;Red;500;375;1263,46;62;60-62 CM;2,3;1;R;758,08;H;U;HL Road Frame;Binary Data;HL Road Frame - Red, 62;0
239;FR-R92R-62;14;LB;CM;722,26;True;Red;500;375;1301,36;62;60-62 CM;2,3;1;R;780,82;H;U;HL Road Frame;Binary Data;HL Road Frame - Red, 62;0
240;FR-R92R-62;14;LB;CM;868,63;True;Red;500;375;1431,5;62;60-62 CM;2,3;1;R;858,9;H;U;HL Road Frame;Binary Data;HL Road Frame - Red, 62;0
241;FR-R92R-44;14;LB;CM;747,97;True;Red;500;375;1263,46;44;42-46 CM;2,12;1;R;758,08;H;U;HL Road Frame;Binary Data;HL Road Frame - Red, 44;0
242;FR-R92R-44;14;LB;CM;722,26;True;Red;500;375;1301,36;44;42-46 CM;2,12;1;R;780,82;H;U;HL Road Frame;Binary Data;HL Road Frame - Red, 44;0
243;FR-R92R-44;14;LB;CM;868,63;True;Red;500;375;1431,5;44;42-46 CM;2,12;1;R;858,9;H;U;HL Road Frame;Binary Data;HL Road Frame - Red, 44;0
244;FR-R92R-48;14;LB;CM;747,97;True;Red;500;375;1263,46;48;48-52 CM;2,16;1;R;758,08;H;U;HL Road Frame;Binary Data;HL Road Frame - Red, 48;0
245;FR-R92R-48;14;LB;CM;722,26;True;Red;500;375;1301,36;48;48-52 CM;2,16;1;R;780,82;H;U;HL Road Frame;Binary Data;HL Road Frame - Red, 48;0
246;FR-R92R-48;14;LB;CM;868,63;True;Red;500;375;1431,5;48;48-52 CM;2,16;1;R;858,9;H;U;HL Road Frame;Binary Data;HL Road Frame - Red, 48;0
247;FR-R92R-52;14;LB;CM;747,97;True;Red;500;375;1263,46;52;48-52 CM;2,2;1;R;758,08;H;U;HL Road Frame;Binary Data;HL Road Frame - Red, 52;0
248;FR-R92R-52;14;LB;CM;722,26;True;Red;500;375;1301,36;52;48-52 CM;2,2;1;R;780,82;H;U;HL Road Frame;Binary Data;HL Road Frame - Red, 52;0
249;FR-R92R-52;14;LB;CM;868,63;True;Red;500;375;1431,5;52;48-52 CM;2,2;1;R;858,9;H;U;HL Road Frame;Binary Data;HL Road Frame - Red, 52;0
250;FR-R92R-56;14;LB;CM;747,97;True;Red;500;375;1263,46;56;54-58 CM;2,24;1;R;758,08;H;U;HL Road Frame;Binary Data;HL Road Frame - Red, 56;0
251;FR-R92R-56;14;LB;CM;722,26;True;Red;500;375;1301,36;56;54-58 CM;2,24;1;R;780,82;H;U;HL Road Frame;Binary Data;HL Road Frame - Red, 56;0
252;FR-R92R-56;14;LB;CM;868,63;True;Red;500;375;1431,5;56;54-58 CM;2,24;1;R;858,9;H;U;HL Road Frame;Binary Data;HL Road Frame - Red, 56;0
253;FR-R38B-58;14;LB;CM;176,2;True;Black;500;375;297,63;58;54-58 CM;2,46;1;R;178,58;L;U;LL Road Frame;Binary Data;LL Road Frame - Black, 58;0
254;FR-R38B-58;14;LB;CM;170,14;True;Black;500;375;306,56;58;54-58 CM;2,46;1;R;183,94;L;U;LL Road Frame;Binary Data;LL Road Frame - Black, 58;0
255;FR-R38B-58;14;LB;CM;204,63;True;Black;500;375;337,22;58;54-58 CM;2,46;1;R;202,33;L;U;LL Road Frame;Binary Data;LL Road Frame - Black, 58;0
256;FR-R38B-60;14;LB;CM;176,2;True;Black;500;375;297,63;60;60-62 CM;2,48;1;R;178,58;L;U;LL Road Frame;Binary Data;LL Road Frame - Black, 60;0
257;FR-R38B-60;14;LB;CM;170,14;True;Black;500;375;306,56;60;60-62 CM;2,48;1;R;183,94;L;U;LL Road Frame;Binary Data;LL Road Frame - Black, 60;0
258;FR-R38B-60;14;LB;CM;204,63;True;Black;500;375;337,22;60;60-62 CM;2,48;1;R;202,33;L;U;LL Road Frame;Binary Data;LL Road Frame - Black, 60;0
259;FR-R38B-62;14;LB;CM;176,2;True;Black;500;375;297,63;62;60-62 CM;2,5;1;R;178,58;L;U;LL Road Frame;Binary Data;LL Road Frame - Black, 62;0
260;FR-R38B-62;14;LB;CM;170,14;True;Black;500;375;306,56;62;60-62 CM;2,5;1;R;183,94;L;U;LL Road Frame;Binary Data;LL Road Frame - Black, 62;0
261;FR-R38B-62;14;LB;CM;204,63;True;Black;500;375;337,22;62;60-62 CM;2,5;1;R;202,33;L;U;LL Road Frame;Binary Data;LL Road Frame - Black, 62;0
262;FR-R38R-44;14;LB;CM;181,49;True;Red;500;375;306,56;44;42-46 CM;2,32;1;R;183,94;L;U;LL Road Frame;Binary Data;LL Road Frame - Red, 44;0
263;FR-R38R-44;14;LB;CM;187,16;True;Red;500;375;337,22;44;42-46 CM;2,32;1;R;202,33;L;U;LL Road Frame;Binary Data;LL Road Frame - Red, 44;0
264;FR-R38R-48;14;LB;CM;181,49;True;Red;500;375;306,56;48;48-52 CM;2,36;1;R;183,94;L;U;LL Road Frame;Binary Data;LL Road Frame - Red, 48;0
265;FR-R38R-48;14;LB;CM;187,16;True;Red;500;375;337,22;48;48-52 CM;2,36;1;R;202,33;L;U;LL Road Frame;Binary Data;LL Road Frame - Red, 48;0
266;FR-R38R-52;14;LB;CM;181,49;True;Red;500;375;306,56;52;48-52 CM;2,4;1;R;183,94;L;U;LL Road Frame;Binary Data;LL Road Frame - Red, 52;0
267;FR-R38R-52;14;LB;CM;187,16;True;Red;500;375;337,22;52;48-52 CM;2,4;1;R;202,33;L;U;LL Road Frame;Binary Data;LL Road Frame - Red, 52;0
268;FR-R38R-58;14;LB;CM;181,49;True;Red;500;375;306,56;58;54-58 CM;2,46;1;R;183,94;L;U;LL Road Frame;Binary Data;LL Road Frame - Red, 58;0
269;FR-R38R-58;14;LB;CM;187,16;True;Red;500;375;337,22;58;54-58 CM;2,46;1;R;202,33;L;U;LL Road Frame;Binary Data;LL Road Frame - Red, 58;0
270;FR-R38R-60;14;LB;CM;181,49;True;Red;500;375;306,56;60;60-62 CM;2,48;1;R;183,94;L;U;LL Road Frame;Binary Data;LL Road Frame - Red, 60;0
271;FR-R38R-60;14;LB;CM;187,16;True;Red;500;375;337,22;60;60-62 CM;2,48;1;R;202,33;L;U;LL Road Frame;Binary Data;LL Road Frame - Red, 60;0
272;FR-R38R-62;14;LB;CM;181,49;True;Red;500;375;306,56;62;60-62 CM;2,5;1;R;183,94;L;U;LL Road Frame;Binary Data;LL Road Frame - Red, 62;0
273;FR-R38R-62;14;LB;CM;187,16;True;Red;500;375;337,22;62;60-62 CM;2,5;1;R;202,33;L;U;LL Road Frame;Binary Data;LL Road Frame - Red, 62;0
274;FR-R72R-44;14;LB;CM;352,14;True;Red;500;375;594,83;44;42-46 CM;2,22;1;R;356,9;M;U;ML Road Frame;Binary Data;ML Road Frame - Red, 44;0
275;FR-R72R-48;14;LB;CM;352,14;True;Red;500;375;594,83;48;48-52 CM;2,26;1;R;356,9;M;U;ML Road Frame;Binary Data;ML Road Frame - Red, 48;0
276;FR-R72R-52;14;LB;CM;352,14;True;Red;500;375;594,83;52;48-52 CM;2,3;1;R;356,9;M;U;ML Road Frame;Binary Data;ML Road Frame - Red, 52;0
277;FR-R72R-58;14;LB;CM;352,14;True;Red;500;375;594,83;58;54-58 CM;2,36;1;R;356,9;M;U;ML Road Frame;Binary Data;ML Road Frame - Red, 58;0
278;FR-R72R-60;14;LB;CM;352,14;True;Red;500;375;594,83;60;60-62 CM;2,38;1;R;356,9;M;U;ML Road Frame;Binary Data;ML Road Frame - Red, 60;0
279;FR-R38B-44;14;LB;CM;176,2;True;Black;500;375;297,63;44;42-46 CM;2,32;1;R;178,58;L;U;LL Road Frame;Binary Data;LL Road Frame - Black, 44;0
280;FR-R38B-44;14;LB;CM;170,14;True;Black;500;375;306,56;44;42-46 CM;2,32;1;R;183,94;L;U;LL Road Frame;Binary Data;LL Road Frame - Black, 44;0
281;FR-R38B-44;14;LB;CM;204,63;True;Black;500;375;337,22;44;42-46 CM;2,32;1;R;202,33;L;U;LL Road Frame;Binary Data;LL Road Frame - Black, 44;0
282;FR-R38B-48;14;LB;CM;176,2;True;Black;500;375;297,63;48;48-52 CM;2,36;1;R;178,58;L;U;LL Road Frame;Binary Data;LL Road Frame - Black, 48;0
283;FR-R38B-48;14;LB;CM;170,14;True;Black;500;375;306,56;48;48-52 CM;2,36;1;R;183,94;L;U;LL Road Frame;Binary Data;LL Road Frame - Black, 48;0
284;FR-R38B-48;14;LB;CM;204,63;True;Black;500;375;337,22;48;48-52 CM;2,36;1;R;202,33;L;U;LL Road Frame;Binary Data;LL Road Frame - Black, 48;0
285;FR-R38B-52;14;LB;CM;176,2;True;Black;500;375;297,63;52;48-52 CM;2,4;1;R;178,58;L;U;LL Road Frame;Binary Data;LL Road Frame - Black, 52;0
286;FR-R38B-52;14;LB;CM;170,14;True;Black;500;375;306,56;52;48-52 CM;2,4;1;R;183,94;L;U;LL Road Frame;Binary Data;LL Road Frame - Black, 52;0
287;FR-R38B-52;14;LB;CM;204,63;True;Black;500;375;337,22;52;48-52 CM;2,4;1;R;202,33;L;U;LL Road Frame;Binary Data;LL Road Frame - Black, 52;0
429;FR-R72Y-40;14;LB;CM;300,12;True;Yellow;500;375;540,75;40;38-40 CM;2,22;1;R;324,45;M;W;ML Road Frame-W;Binary Data;ML Road Frame-W - Yellow, 40;0
430;FR-R72Y-40;14;LB;CM;360,94;True;Yellow;500;375;594,83;40;38-40 CM;2,22;1;R;356,9;M;W;ML Road Frame-W;Binary Data;ML Road Frame-W - Yellow, 40;0
431;FR-R72Y-42;14;LB;CM;300,12;True;Yellow;500;375;540,75;42;42-46 CM;2,26;1;R;324,45;M;W;ML Road Frame-W;Binary Data;ML Road Frame-W - Yellow, 42;0
432;FR-R72Y-42;14;LB;CM;360,94;True;Yellow;500;375;594,83;42;42-46 CM;2,26;1;R;356,9;M;W;ML Road Frame-W;Binary Data;ML Road Frame-W - Yellow, 42;0
433;FR-R72Y-44;14;LB;CM;300,12;True;Yellow;500;375;540,75;44;42-46 CM;2,3;1;R;324,45;M;W;ML Road Frame-W;Binary Data;ML Road Frame-W - Yellow, 44;0
434;FR-R72Y-44;14;LB;CM;360,94;True;Yellow;500;375;594,83;44;42-46 CM;2,3;1;R;356,9;M;W;ML Road Frame-W;Binary Data;ML Road Frame-W - Yellow, 44;0
435;FR-R72Y-48;14;LB;CM;300,12;True;Yellow;500;375;540,75;48;48-52 CM;2,34;1;R;324,45;M;W;ML Road Frame-W;Binary Data;ML Road Frame-W - Yellow, 48;0
436;FR-R72Y-48;14;LB;CM;360,94;True;Yellow;500;375;594,83;48;48-52 CM;2,34;1;R;356,9;M;W;ML Road Frame-W;Binary Data;ML Road Frame-W - Yellow, 48;0
437;FR-R92B-62;14;LB;CM;722,26;True;Black;500;375;1301,36;62;60-62 CM;2,3;1;R;780,82;H;U;HL Road Frame;Binary Data;HL Road Frame - Black, 62;0
438;FR-R92B-62;14;LB;CM;868,63;True;Black;500;375;1431,5;62;60-62 CM;2,3;1;R;858,9;H;U;HL Road Frame;Binary Data;HL Road Frame - Black, 62;0
439;FR-R92B-44;14;LB;CM;722,26;True;Black;500;375;1301,36;44;42-46 CM;2,12;1;R;780,82;H;U;HL Road Frame;Binary Data;HL Road Frame - Black, 44;0
440;FR-R92B-44;14;LB;CM;868,63;True;Black;500;375;1431,5;44;42-46 CM;2,12;1;R;858,9;H;U;HL Road Frame;Binary Data;HL Road Frame - Black, 44;0
441;FR-R92B-48;14;LB;CM;722,26;True;Black;500;375;1301,36;48;48-52 CM;2,16;1;R;780,82;H;U;HL Road Frame;Binary Data;HL Road Frame - Black, 48;0
442;FR-R92B-48;14;LB;CM;868,63;True;Black;500;375;1431,5;48;48-52 CM;2,16;1;R;858,9;H;U;HL Road Frame;Binary Data;HL Road Frame - Black, 48;0
443;FR-R92B-52;14;LB;CM;722,26;True;Black;500;375;1301,36;52;48-52 CM;2,2;1;R;780,82;H;U;HL Road Frame;Binary Data;HL Road Frame - Black, 52;0
444;FR-R92B-52;14;LB;CM;868,63;True;Black;500;375;1431,5;52;48-52 CM;2,2;1;R;858,9;H;U;HL Road Frame;Binary Data;HL Road Frame - Black, 52;0

